ID,FECHA_HORA,MAGNITUD
1,"2017-05-17 15:15:17.626740",3.1
2,"2017-05-17 15:15:18.934725",0.12
3,"2017-05-17 15:15:20.245165",0.13
4,"2017-05-17 15:15:21.551906",0.14
5,"2017-05-17 15:15:22.858633",0.12
6,"2017-05-17 15:15:24.165707",0.12
7,"2017-05-17 15:15:25.474949",0.12
8,"2017-05-17 15:15:26.783353",0.13
9,"2017-05-17 15:15:28.086185",0.13
10,"2017-05-17 15:15:29.393042",0.13
11,"2017-05-17 15:15:30.701314",0.12
12,"2017-05-17 15:15:32.009393",0.12
13,"2017-05-17 15:15:33.315821",0.12
14,"2017-05-17 15:15:34.625972",0.12
15,"2017-05-17 15:15:35.934038",0.13
16,"2017-05-17 15:15:37.243595",0.13
17,"2017-05-17 15:15:38.551129",0.14
18,"2017-05-17 15:15:39.860654",0.13
19,"2017-05-17 15:15:41.163324",0.12
20,"2017-05-17 15:15:42.470215",0.13
21,"2017-05-17 15:15:43.777856",0.12
22,"2017-05-17 15:15:45.087504",0.18
23,"2017-05-17 15:15:46.394430",0.16
24,"2017-05-17 15:15:47.701818",0.17
25,"2017-05-17 15:15:49.009587",0.16
26,"2017-05-17 15:15:50.312347",0.15
27,"2017-05-17 15:15:51.615182",0.18
28,"2017-05-17 15:15:52.923451",0.16
29,"2017-05-17 15:15:54.233254",0.17
30,"2017-05-17 15:15:55.540771",0.12
31,"2017-05-17 15:15:56.849036",0.16
32,"2017-05-17 15:15:58.156963",0.18
33,"2017-05-17 15:15:59.464409",0.16
34,"2017-05-17 15:16:00.774334",0.13
35,"2017-05-17 15:16:02.083459",0.16
36,"2017-05-17 15:16:03.387736",0.18
37,"2017-05-17 15:16:04.693087",0.16
38,"2017-05-17 15:16:06.001305",0.17
39,"2017-05-17 15:16:07.306477",0.12
40,"2017-05-17 15:16:08.613373",0.13
41,"2017-05-17 15:16:09.920724",0.15
42,"2017-05-17 15:16:11.223618",0.17
43,"2017-05-17 15:16:12.530263",0.15
44,"2017-05-17 15:16:13.840866",0.13
45,"2017-05-17 15:16:15.148358",0.12
46,"2017-05-17 15:16:16.454792",0.15
47,"2017-05-17 15:16:17.765439",0.16
48,"2017-05-17 15:16:19.077731",0.15
49,"2017-05-17 15:16:20.387038",0.17
50,"2017-05-17 15:16:21.693693",0.16
51,"2017-05-17 15:16:23.003451",0.12
52,"2017-05-17 15:16:24.306369",0.12
53,"2017-05-17 15:16:25.617720",0.17
54,"2017-05-17 15:16:26.925820",0.15
55,"2017-05-17 15:16:28.232592",0.15
56,"2017-05-17 15:16:29.538389",0.17
57,"2017-05-17 15:16:30.843247",0.15
58,"2017-05-17 15:16:32.150555",0.17
59,"2017-05-17 15:16:33.453870",0.16
60,"2017-05-17 15:16:34.760452",0.15
61,"2017-05-17 15:16:36.067852",0.17
62,"2017-05-17 15:16:37.375349",0.15
63,"2017-05-17 15:16:38.684582",0.17
64,"2017-05-17 15:16:39.987062",0.17
65,"2017-05-17 15:16:41.293963",0.15
66,"2017-05-17 15:16:42.603048",0.17
67,"2017-05-17 15:16:43.911707",0.15
68,"2017-05-17 15:16:45.219257",0.17
69,"2017-05-17 15:16:46.526845",0.16
70,"2017-05-17 15:16:47.838281",0.17
71,"2017-05-17 15:16:49.142864",0.15
72,"2017-05-17 15:16:50.449204",0.18
73,"2017-05-17 15:16:51.753878",0.13
74,"2017-05-17 15:16:53.062366",0.13
75,"2017-05-17 15:16:54.368942",0.16
76,"2017-05-17 15:16:55.675718",0.17
77,"2017-05-17 15:16:56.986915",0.16
78,"2017-05-17 15:16:58.294862",0.14
79,"2017-05-17 15:16:59.604319",0.13
80,"2017-05-17 15:17:00.910828",0.16
81,"2017-05-17 15:17:02.218469",0.18
82,"2017-05-17 15:17:03.525634",0.16
83,"2017-05-17 15:17:04.828742",0.13
84,"2017-05-17 15:17:06.133274",0.12
85,"2017-05-17 15:17:07.440831",0.17
86,"2017-05-17 15:17:08.748189",0.17
87,"2017-05-17 15:17:10.056185",0.17
88,"2017-05-17 15:17:11.363079",0.16
89,"2017-05-17 15:17:12.666039",0.14
90,"2017-05-17 15:17:13.973448",0.16
91,"2017-05-17 15:17:15.280277",0.19
92,"2017-05-17 15:17:16.583526",0.17
93,"2017-05-17 15:17:17.892862",0.18
94,"2017-05-17 15:17:19.199201",0.13
