ID,FECHA_HORA,MAGNITUD
1,"2017-05-17 15:09:09.156387",2.93
2,"2017-05-17 15:09:10.466030",0.12
3,"2017-05-17 15:09:11.776077",0.11
4,"2017-05-17 15:09:13.088017",0.13
5,"2017-05-17 15:09:14.397774",0.13
6,"2017-05-17 15:09:15.708383",0.12
7,"2017-05-17 15:09:17.016545",0.13
8,"2017-05-17 15:09:18.327872",0.12
9,"2017-05-17 15:09:19.632631",0.11
10,"2017-05-17 15:09:20.941076",0.12
11,"2017-05-17 15:09:22.250940",0.13
12,"2017-05-17 15:09:23.562102",0.12
13,"2017-05-17 15:09:24.871965",0.12
14,"2017-05-17 15:09:26.182434",0.11
15,"2017-05-17 15:09:27.492491",0.11
16,"2017-05-17 15:09:28.801229",0.11
17,"2017-05-17 15:09:30.111480",0.11
18,"2017-05-17 15:09:31.416336",0.12
19,"2017-05-17 15:09:32.722805",0.12
20,"2017-05-17 15:09:34.030696",0.11
21,"2017-05-17 15:09:35.338283",0.15
22,"2017-05-17 15:09:36.648019",0.16
23,"2017-05-17 15:09:37.957456",0.11
24,"2017-05-17 15:09:39.264225",0.15
25,"2017-05-17 15:09:40.575499",0.15
26,"2017-05-17 15:09:41.886180",0.15
27,"2017-05-17 15:09:43.196586",0.14
28,"2017-05-17 15:09:44.506535",0.16
29,"2017-05-17 15:09:45.817051",0.14
30,"2017-05-17 15:09:47.127200",0.11
31,"2017-05-17 15:09:48.437424",0.16
32,"2017-05-17 15:09:49.747085",0.15
33,"2017-05-17 15:09:51.056539",0.15
34,"2017-05-17 15:09:52.364804",0.15
35,"2017-05-17 15:09:53.673668",0.16
36,"2017-05-17 15:09:54.980192",0.16
37,"2017-05-17 15:09:56.291517",0.16
38,"2017-05-17 15:09:57.601028",0.15
39,"2017-05-17 15:09:58.911501",0.13
40,"2017-05-17 15:10:00.221408",0.16
41,"2017-05-17 15:10:01.530734",0.14
42,"2017-05-17 15:10:02.840733",0.12
43,"2017-05-17 15:10:04.152036",0.16
44,"2017-05-17 15:10:05.460130",0.15
45,"2017-05-17 15:10:06.771133",0.15
46,"2017-05-17 15:10:08.078817",0.16
47,"2017-05-17 15:10:09.389354",0.15
